Year,Month,State,Ocean_Region,SST_C,Chlorophyll_mg_m3,SST_anomaly_C,Chlorophyll_anomaly_mg_m3,Season
2012,7,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.14,0.294,-0.27,-0.109,Southwest_Monsoon
2012,7,Andhra Pradesh,Bay of Bengal,27.45,1.27,-0.62,0.108,Southwest_Monsoon
2012,7,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,27.54,1.78,-0.1,0.046,Southwest_Monsoon
2012,7,Goa,Arabian Sea,27.98,1.804,-0.14,0.112,Southwest_Monsoon
2012,7,Gujarat,Arabian Sea / Gulf region,26.99,1.8,-0.42,0.079,Southwest_Monsoon
2012,7,Karnataka,Arabian Sea,27.79,1.732,-0.11,0.004,Southwest_Monsoon
2012,7,Kerala,Arabian Sea,27.96,2.102,-0.1,0.127,Southwest_Monsoon
2012,7,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.93,0.406,-0.16,0.034,Southwest_Monsoon
2012,7,Maharashtra,Arabian Sea,27.65,1.908,-0.14,0.076,Southwest_Monsoon
2012,7,Odisha,Bay of Bengal,27.38,1.686,-0.25,0.138,Southwest_Monsoon
2012,7,Puducherry,Bay of Bengal,28.25,1.293,-0.26,0.046,Southwest_Monsoon
2012,7,Tamil Nadu,Bay of Bengal,27.96,1.303,-0.29,0.095,Southwest_Monsoon
2012,7,West Bengal,Bay of Bengal,27.54,1.711,0.05,-0.081,Southwest_Monsoon
2012,8,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.82,0.367,-0.18,-0.075,Southwest_Monsoon
2012,8,Andhra Pradesh,Bay of Bengal,26.74,1.343,-0.34,0.082,Southwest_Monsoon
2012,8,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,25.77,1.979,-0.33,0.078,Southwest_Monsoon
2012,8,Goa,Arabian Sea,26.71,1.949,-0.39,0.091,Southwest_Monsoon
2012,8,Gujarat,Arabian Sea / Gulf region,25.13,1.968,-0.44,0.128,Southwest_Monsoon
2012,8,Karnataka,Arabian Sea,26.91,1.793,-0.13,0.021,Southwest_Monsoon
2012,8,Kerala,Arabian Sea,27.14,2.015,-0.18,-0.035,Southwest_Monsoon
2012,8,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.25,0.529,-0.28,0.127,Southwest_Monsoon
2012,8,Maharashtra,Arabian Sea,26.48,2.059,-0.26,0.133,Southwest_Monsoon
2012,8,Odisha,Bay of Bengal,26.56,1.517,-0.19,-0.078,Southwest_Monsoon
2012,8,Puducherry,Bay of Bengal,27.3,1.478,-0.25,0.141,Southwest_Monsoon
2012,8,Tamil Nadu,Bay of Bengal,27.54,1.073,0.03,-0.135,Southwest_Monsoon
2012,8,West Bengal,Bay of Bengal,26.06,1.945,-0.16,0.138,Southwest_Monsoon
2012,9,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.67,0.315,-0.07,-0.053,Southwest_Monsoon
2012,9,Andhra Pradesh,Bay of Bengal,26.59,1.111,-0.24,-0.027,Southwest_Monsoon
2012,9,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,25.52,1.662,-0.02,0.009,Southwest_Monsoon
2012,9,Goa,Arabian Sea,26.85,1.729,-0.04,0.027,Southwest_Monsoon
2012,9,Gujarat,Arabian Sea / Gulf region,24.75,1.884,-0.29,0.173,Southwest_Monsoon
2012,9,Karnataka,Arabian Sea,26.64,1.76,0.05,0.13,Southwest_Monsoon
2012,9,Kerala,Arabian Sea,26.7,1.895,-0.3,0.009,Southwest_Monsoon
2012,9,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.18,0.361,-0.26,-0.035,Southwest_Monsoon
2012,9,Maharashtra,Arabian Sea,26.0,1.782,-0.08,-0.014,Southwest_Monsoon
2012,9,Odisha,Bay of Bengal,26.03,1.559,-0.28,0.025,Southwest_Monsoon
2012,9,Puducherry,Bay of Bengal,27.11,1.235,-0.22,-0.014,Southwest_Monsoon
2012,9,Tamil Nadu,Bay of Bengal,26.89,1.238,-0.34,0.058,Southwest_Monsoon
2012,9,West Bengal,Bay of Bengal,25.6,1.566,-0.13,-0.095,Southwest_Monsoon
2012,10,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.98,0.347,-0.06,0.071,Post-monsoon
2012,10,Andhra Pradesh,Bay of Bengal,27.13,0.944,-0.31,0.02,Post-monsoon
2012,10,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,26.56,1.325,0.02,0.016,Post-monsoon
2012,10,Goa,Arabian Sea,27.29,1.429,-0.11,0.141,Post-monsoon
2012,10,Gujarat,Arabian Sea / Gulf region,25.82,1.455,-0.38,0.032,Post-monsoon
2012,10,Karnataka,Arabian Sea,26.93,1.405,-0.29,0.099,Post-monsoon
2012,10,Kerala,Arabian Sea,27.76,1.547,0.04,0.046,Post-monsoon
2012,10,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.44,0.314,-0.26,0.001,Post-monsoon
2012,10,Maharashtra,Arabian Sea,26.77,1.417,-0.21,0.07,Post-monsoon
2012,10,Odisha,Bay of Bengal,26.71,1.331,-0.26,0.127,Post-monsoon
2012,10,Puducherry,Bay of Bengal,27.76,1.173,-0.22,0.159,Post-monsoon
2012,10,Tamil Nadu,Bay of Bengal,27.68,0.967,-0.13,0.074,Post-monsoon
2012,10,West Bengal,Bay of Bengal,26.5,1.413,-0.06,0.052,Post-monsoon
2012,11,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.18,0.294,-0.04,0.043,Post-monsoon
2012,11,Andhra Pradesh,Bay of Bengal,27.27,0.659,-0.38,-0.113,Post-monsoon
2012,11,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,27.04,1.101,-0.11,0.029,Post-monsoon
2012,11,Goa,Arabian Sea,27.7,1.161,0.01,0.134,Post-monsoon
2012,11,Gujarat,Arabian Sea / Gulf region,26.41,1.055,-0.22,-0.057,Post-monsoon
2012,11,Karnataka,Arabian Sea,27.54,1.073,-0.03,0.064,Post-monsoon
2012,11,Kerala,Arabian Sea,27.48,1.26,-0.28,0.176,Post-monsoon
2012,11,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.5,0.414,-0.34,0.15,Post-monsoon
2012,11,Maharashtra,Arabian Sea,27.03,1.036,-0.25,0.009,Post-monsoon
2012,11,Odisha,Bay of Bengal,27.16,1.049,-0.01,0.124,Post-monsoon
2012,11,Puducherry,Bay of Bengal,27.87,1.001,-0.18,0.172,Post-monsoon
2012,11,Tamil Nadu,Bay of Bengal,27.89,0.838,-0.11,0.119,Post-monsoon
2012,11,West Bengal,Bay of Bengal,26.89,1.061,-0.1,0.009,Post-monsoon
2012,12,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.69,0.301,-0.02,0.117,Winter
2012,12,Andhra Pradesh,Bay of Bengal,26.72,0.741,-0.03,0.024,Winter
2012,12,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,25.11,1.131,-0.26,0.07,Winter
2012,12,Goa,Arabian Sea,26.6,1.142,-0.15,0.111,Winter
2012,12,Gujarat,Arabian Sea / Gulf region,24.72,0.903,-0.07,-0.146,Winter
2012,12,Karnataka,Arabian Sea,26.53,0.987,-0.06,0.063,Winter
2012,12,Kerala,Arabian Sea,27.08,1.074,0.02,-0.002,Winter
2012,12,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.07,0.36,-0.27,0.102,Winter
2012,12,Maharashtra,Arabian Sea,25.9,1.057,-0.21,0.042,Winter
2012,12,Odisha,Bay of Bengal,25.99,0.942,-0.19,0.033,Winter
2012,12,Puducherry,Bay of Bengal,26.9,0.715,-0.35,-0.018,Winter
2012,12,Tamil Nadu,Bay of Bengal,27.07,0.788,-0.06,0.036,Winter
2012,12,West Bengal,Bay of Bengal,25.63,0.949,-0.15,-0.03,Winter
